CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,RESOURCE OF STARTING ACTIVITY,NUMBER OF ACTIVE CASES AT START,Decision
"Case 519","Question","Gold","Normal","Res3",7,"False/No-Wait"
"Case 52","Incident","Gold","Normal","Res4",7,"False/No-Wait"
"Case 520","Task","Premium","Normal","Res8",7,"False/No-Wait"
"Case 521","Question","Gold","Normal","Res3",7,"False/No-Wait"
"Case 522","Task","Premium","Normal","Res4",7,"True/Wait"
"Case 523","Question","Premium","Normal","Res4",7,"True/Wait"
"Case 524","Question","Premium","Normal","Res8",7,"False/No-Wait"
"Case 525","Task","Premium","Normal","Res4",8,"True/Wait"
"Case 526","Incident","Premium","High","Res8",8,"True/Wait"
"Case 527","Task","Premium","Normal","Res3",8,"True/Wait"
"Case 528","Question","Gold","Normal","Res8",8,"False/No-Wait"
"Case 529","Task","Premium","Normal","Res4",8,"True/Wait"
"Case 53","Task","Premium","Normal","Res8",8,"True/Wait"
"Case 530","Task","Premium","Normal","Res4",8,"True/Wait"
"Case 531","Question","Gold","High","Res4",8,"False/No-Wait"
"Case 532","Task","Premium","Normal","Res3",8,"True/Wait"
"Case 533","Question","Premium","Normal","Res3",8,"False/No-Wait"
"Case 534","Question","Gold","Normal","Res3",8,"False/No-Wait"
"Case 535","Question","Gold","Normal","Res8",8,"False/No-Wait"
"Case 536","Task","Gold","Normal","Res3",8,"False/No-Wait"
"Case 537","Task","Premium","Normal","Res8",8,"True/Wait"
"Case 538","Question","Gold","Normal","Res4",8,"False/No-Wait"
"Case 539","Question","Gold","Normal","Res4",8,"False/No-Wait"
"Case 54","Task","Premium","Normal","Res3",8,"False/No-Wait"
"Case 540","Question","Premium","Normal","Res4",8,"False/No-Wait"
"Case 541","Question","Gold","High","Res8",8,"False/No-Wait"
"Case 542","Question","Gold","Normal","Res8",8,"False/No-Wait"
"Case 543","Task","Premium","High","Res8",8,"False/No-Wait"
"Case 544","Question","Gold","Normal","Res3",8,"False/No-Wait"
"Case 545","Question","Gold","High","Res8",8,"False/No-Wait"
"Case 546","Question","Gold","Normal","Res4",8,"False/No-Wait"
"Case 547","Task","Premium","Normal","Res4",8,"True/Wait"
"Case 548","Question","Premium","Normal","Res3",8,"True/Wait"
"Case 549","Question","Gold","Normal","Res8",8,"False/No-Wait"
"Case 55","Task","Premium","Normal","Res4",8,"True/Wait"
"Case 550","Question","Gold","High","Res3",8,"False/No-Wait"
"Case 551","Task","Premium","Normal","Res8",8,"True/Wait"
"Case 552","Question","Gold","Normal","Res4",8,"False/No-Wait"
"Case 553","Task","Premium","Normal","Res8",8,"True/Wait"
"Case 554","Task","Premium","Normal","Res3",8,"False/No-Wait"
"Case 555","Incident","Premium","Normal","Res4",8,"False/No-Wait"
"Case 556","Question","Gold","Normal","Res8",8,"False/No-Wait"
"Case 557","Task","Premium","Normal","Res4",8,"False/No-Wait"
"Case 558","Task","Gold","Normal","Res8",8,"False/No-Wait"
"Case 559","Task","Premium","Normal","Res8",8,"True/Wait"
"Case 56","Question","Gold","High","Res8",8,"False/No-Wait"
"Case 560","Task","Premium","Urgent","Res3",8,"False/No-Wait"
"Case 561","Question","Gold","High","Res8",8,"False/No-Wait"
"Case 562","Question","Gold","High","Res4",8,"False/No-Wait"
"Case 563","Task","Gold","Normal","Res4",23,"False/No-Wait"
"Case 564","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 565","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 566","Task","Premium","High","Res3",23,"True/Wait"
"Case 567","Incident","Gold","Normal","Res8",23,"False/No-Wait"
"Case 568","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 569","Task","Gold","Normal","Res4",23,"False/No-Wait"
"Case 57","Question","Premium","High","Res8",23,"False/No-Wait"
"Case 570","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 571","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 572","Incident","Premium","Normal","Res8",23,"True/Wait"
"Case 573","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 574","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 575","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 576","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 577","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 578","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 579","Incident","Gold","Normal","Res8",23,"False/No-Wait"
"Case 58","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 580","Question","Premium","Normal","Res4",23,"False/No-Wait"
"Case 581","Question","Premium","Normal","Res8",23,"True/Wait"
"Case 582","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 583","Incident","Premium","Normal","Res3",23,"False/No-Wait"
"Case 584","Task","Premium","High","Res8",23,"True/Wait"
"Case 585","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 586","Question","Premium","High","Res3",23,"False/No-Wait"
"Case 587","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 588","Task","Premium","High","Res8",23,"False/No-Wait"
"Case 589","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 59","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 590","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 591","Task","Gold","Normal","Res8",23,"False/No-Wait"
"Case 592","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 593","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 594","Task","Premium","High","Res8",23,"False/No-Wait"
"Case 595","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 596","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 597","Task","Gold","Normal","Res3",23,"False/No-Wait"
"Case 598","Incident","Gold","High","Res4",23,"False/No-Wait"
"Case 599","Incident","Premium","Normal","Res3",23,"False/No-Wait"
"Case 6","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 60","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 600","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 601","Task","Premium","High","Res4",23,"False/No-Wait"
"Case 602","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 603","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 604","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 605","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 606","Incident","Gold","Normal","Res4",23,"False/No-Wait"
"Case 607","Incident","Premium","Normal","Res3",23,"True/Wait"
"Case 608","Question","Premium","Normal","Res8",23,"True/Wait"
"Case 609","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 61","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 610","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 611","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 612","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 613","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 614","Task","Gold","Normal","Res4",23,"False/No-Wait"
"Case 615","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 616","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 617","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 618","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 619","Task","Premium","High","Res8",23,"False/No-Wait"
"Case 62","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 620","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 621","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 622","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 623","Task","Premium","High","Res3",23,"True/Wait"
"Case 624","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 625","Task","Gold","High","Res3",23,"False/No-Wait"
"Case 626","Task","Premium","Urgent","Res3",23,"True/Wait"
"Case 627","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 628","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 629","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 63","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 630","Incident","Premium","Normal","Res4",23,"False/No-Wait"
"Case 631","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 632","Incident","Gold","Normal","Res4",23,"False/No-Wait"
"Case 633","Incident","Premium","Normal","Res8",23,"False/No-Wait"
"Case 634","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 635","Question","Gold","High","Res4",23,"False/No-Wait"
"Case 636","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 637","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 638","Incident","Premium","Normal","Res4",23,"True/Wait"
"Case 639","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 64","Task","Premium","High","Res8",23,"True/Wait"
"Case 640","Task","Gold","Normal","Res8",23,"False/No-Wait"
"Case 641","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 642","Question","Premium","High","Res4",23,"False/No-Wait"
"Case 643","Incident","Gold","Normal","Res8",23,"False/No-Wait"
"Case 644","Question","Premium","Normal","Res3",23,"False/No-Wait"
"Case 645","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 646","Task","Premium","High","Res8",23,"True/Wait"
"Case 647","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 648","Task","Premium","High","Res8",23,"False/No-Wait"
"Case 649","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 65","Task","Premium","High","Res8",23,"True/Wait"
"Case 650","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 651","Task","Premium","Urgent","Res4",23,"True/Wait"
"Case 652","Incident","Premium","Normal","Res4",23,"False/No-Wait"
"Case 653","Question","Gold","Urgent","Res8",23,"False/No-Wait"
"Case 654","Task","Gold","High","Res3",23,"False/No-Wait"
"Case 655","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 656","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 657","Question","Gold","High","Res4",23,"False/No-Wait"
"Case 658","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 659","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 66","Incident","Gold","Normal","Res3",23,"False/No-Wait"
"Case 660","Question","Premium","Normal","Res3",23,"True/Wait"
"Case 661","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 662","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 663","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 664","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 665","Task","Gold","Urgent","Res4",23,"False/No-Wait"
"Case 666","Task","Premium","Urgent","Res4",23,"True/Wait"
"Case 667","Task","Premium","High","Res3",23,"False/No-Wait"
"Case 668","Question","Premium","Normal","Res3",23,"False/No-Wait"
"Case 669","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 67","Task","Gold","Normal","Res8",23,"False/No-Wait"
"Case 670","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 671","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 672","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 673","Incident","Premium","High","Res4",23,"False/No-Wait"
"Case 674","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 675","Task","Premium","High","Res8",23,"True/Wait"
"Case 676","Task","Gold","Normal","Res8",23,"True/Wait"
"Case 677","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 678","Question","Premium","Normal","Res8",23,"True/Wait"
"Case 679","Incident","Premium","High","Res4",23,"False/No-Wait"
"Case 68","Incident","Premium","Urgent","Res3",23,"False/No-Wait"
"Case 680","Question","Premium","Urgent","Res4",23,"False/No-Wait"
"Case 681","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 682","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 683","Question","Gold","High","Res4",23,"False/No-Wait"
"Case 684","Task","Premium","High","Res4",23,"False/No-Wait"
"Case 685","Incident","Premium","Normal","Res4",23,"True/Wait"
"Case 686","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 687","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 688","Task","Gold","Normal","Res4",23,"False/No-Wait"
"Case 689","Incident","Premium","Urgent","Res8",23,"False/No-Wait"
"Case 69","Task","Gold","High","Res3",23,"False/No-Wait"
"Case 690","Question","Gold","High","Res4",23,"False/No-Wait"
"Case 691","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 692","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 693","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 694","Question","Premium","Normal","Res3",23,"False/No-Wait"
"Case 695","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 696","Task","Gold","High","Res8",23,"False/No-Wait"
"Case 697","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 698","Incident","Gold","Normal","Res3",23,"False/No-Wait"
"Case 699","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 7","Incident","Premium","Normal","Res4",23,"False/No-Wait"
"Case 70","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 700","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 701","Question","Premium","Normal","Res4",23,"False/No-Wait"
"Case 702","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 703","Task","Gold","High","Res8",23,"True/Wait"
"Case 704","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 705","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 706","Incident","Gold","Normal","Res3",23,"False/No-Wait"
"Case 707","Question","Premium","High","Res3",23,"False/No-Wait"
"Case 708","Task","Gold","High","Res8",23,"True/Wait"
"Case 709","Question","Premium","Normal","Res4",23,"False/No-Wait"
"Case 71","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 710","Question","Gold","Urgent","Res4",23,"False/No-Wait"
"Case 711","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 712","Question","Gold","High","Res3",23,"True/Wait"
"Case 713","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 714","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 715","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 716","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 717","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 718","Task","Gold","High","Res8",23,"False/No-Wait"
"Case 719","Task","Gold","Normal","Res8",23,"False/No-Wait"
"Case 72","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 720","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 721","Incident","Premium","Normal","Res3",23,"False/No-Wait"
"Case 722","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 723","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 724","Question","Premium","Urgent","Res8",23,"False/No-Wait"
"Case 725","Incident","Premium","High","Res4",23,"False/No-Wait"
"Case 726","Task","Gold","Normal","Res3",23,"False/No-Wait"
"Case 727","Task","Premium","High","Res4",23,"True/Wait"
"Case 728","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 729","Task","Premium","High","Res4",23,"False/No-Wait"
"Case 73","Question","Premium","High","Res8",23,"False/No-Wait"
"Case 730","Task","Gold","High","Res8",23,"True/Wait"
"Case 731","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 732","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 733","Question","Premium","High","Res3",23,"False/No-Wait"
"Case 734","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 735","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 736","Incident","Premium","High","Res4",23,"False/No-Wait"
"Case 737","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 738","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 739","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 74","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 740","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 741","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 742","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 743","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 744","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 745","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 746","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 747","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 748","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 749","Incident","Premium","Normal","Res3",23,"True/Wait"
"Case 75","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 750","Incident","Premium","High","Res4",23,"False/No-Wait"
"Case 751","Question","Premium","Normal","Res3",23,"False/No-Wait"
"Case 752","Question","Premium","Normal","Res4",23,"False/No-Wait"
"Case 753","Question","Gold","High","Res4",23,"False/No-Wait"
"Case 754","Task","Premium","Normal","Res8",23,"True/Wait"
"Case 755","Incident","Premium","Normal","Res4",23,"False/No-Wait"
"Case 756","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 757","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 758","Task","Premium","High","Res8",23,"True/Wait"
"Case 759","Question","Premium","High","Res3",23,"False/No-Wait"
"Case 76","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 760","Incident","Gold","Normal","Res8",23,"False/No-Wait"
"Case 761","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 762","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 763","Question","Premium","Normal","Res3",23,"False/No-Wait"
"Case 764","Question","Gold","Normal","Res3",23,"False/No-Wait"
"Case 765","Task","Gold","Normal","Res8",23,"False/No-Wait"
"Case 766","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 767","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 768","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 769","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 77","Task","Premium","Normal","Res4",23,"True/Wait"
"Case 770","Question","Premium","Normal","Res3",23,"True/Wait"
"Case 771","Task","Premium","Normal","Res3",23,"False/No-Wait"
"Case 772","Question","Gold","High","Res3",23,"False/No-Wait"
"Case 773","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 774","Question","Gold","High","Res8",23,"False/No-Wait"
"Case 775","Task","Premium","High","Res8",23,"True/Wait"
"Case 776","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 777","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 778","Incident","Gold","Normal","Res3",23,"False/No-Wait"
"Case 779","Question","Premium","Normal","Res3",23,"True/Wait"
"Case 78","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 780","Task","Premium","Normal","Res3",23,"True/Wait"
"Case 781","Task","Premium","Normal","Res8",23,"False/No-Wait"
"Case 782","Task","Premium","Urgent","Res3",23,"True/Wait"
"Case 783","Question","Premium","Normal","Res8",23,"False/No-Wait"
"Case 784","Incident","Premium","Normal","Res3",23,"False/No-Wait"
"Case 785","Question","Gold","Normal","Res8",23,"False/No-Wait"
"Case 786","Task","Premium","Normal","Res4",23,"False/No-Wait"
"Case 787","Question","Gold","Normal","Res4",23,"False/No-Wait"
"Case 788","Question","Premium","Normal","Res4",23,"True/Wait"
"Case 789","Incident","Gold","High","Res8",23,"False/No-Wait"
"Case 79","Task","Premium","Normal","Res8",23,"True/Wait"
