CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,Performance class
"Case 542","Question","Gold","Normal","Medium"
"Case 543","Task","Premium","High","Medium"
"Case 544","Question","Gold","Normal","Short"
"Case 545","Question","Gold","High","Medium"
"Case 546","Question","Gold","Normal","Short"
"Case 547","Task","Premium","Normal","Long"
"Case 548","Question","Premium","Normal","Short"
"Case 549","Question","Gold","Normal","Short"
"Case 55","Task","Premium","Normal","Medium"
"Case 550","Question","Gold","High","Short"
"Case 551","Task","Premium","Normal","Long"
"Case 552","Question","Gold","Normal","Short"
"Case 553","Task","Premium","Normal","Medium"
"Case 554","Task","Premium","Normal","Long"
"Case 555","Incident","Premium","Normal","Long"
"Case 556","Question","Gold","Normal","Short"
"Case 557","Task","Premium","Normal","Long"
"Case 558","Task","Gold","Normal","Long"
"Case 559","Task","Premium","Normal","Medium"
"Case 56","Question","Gold","High","Medium"
"Case 560","Task","Premium","Urgent","Medium"
"Case 561","Question","Gold","High","Medium"
"Case 562","Question","Gold","High","Long"
"Case 563","Task","Gold","Normal","Medium"
"Case 564","Task","Premium","Normal","Short"
"Case 565","Task","Premium","Normal","Long"
"Case 566","Task","Premium","High","Short"
"Case 567","Incident","Gold","Normal","Long"
"Case 568","Question","Gold","Normal","Long"
"Case 569","Task","Gold","Normal","Short"
"Case 57","Question","Premium","High","Short"
"Case 570","Question","Gold","High","Medium"
"Case 571","Task","Premium","Normal","Long"
"Case 572","Incident","Premium","Normal","Short"
"Case 573","Task","Premium","Normal","Medium"
"Case 574","Question","Gold","Normal","Long"
"Case 575","Task","Premium","Normal","Medium"
"Case 576","Question","Gold","High","Long"
"Case 577","Task","Premium","Normal","Short"
"Case 578","Task","Premium","Normal","Short"
"Case 579","Incident","Gold","Normal","Long"
"Case 58","Task","Premium","Normal","Long"
"Case 580","Question","Premium","Normal","Long"
"Case 581","Question","Premium","Normal","Medium"
"Case 582","Task","Premium","Normal","Medium"
"Case 583","Incident","Premium","Normal","Short"
"Case 584","Task","Premium","High","Medium"
"Case 585","Question","Gold","Normal","Medium"
"Case 586","Question","Premium","High","Long"
"Case 587","Task","Premium","Normal","Medium"
"Case 588","Task","Premium","High","Short"
"Case 589","Task","Premium","Normal","Long"
"Case 59","Question","Gold","Normal","Short"
"Case 590","Question","Gold","Normal","Medium"
"Case 591","Task","Gold","Normal","Short"
"Case 592","Question","Gold","Normal","Short"
"Case 593","Task","Premium","Normal","Long"
"Case 594","Task","Premium","High","Short"
"Case 595","Task","Premium","Normal","Medium"
"Case 596","Task","Premium","Normal","Long"
"Case 597","Task","Gold","Normal","Short"
"Case 598","Incident","Gold","High","Short"
"Case 599","Incident","Premium","Normal","Short"
"Case 6","Question","Gold","Normal","Long"
"Case 60","Task","Premium","Normal","Long"
"Case 600","Task","Premium","Normal","Long"
"Case 601","Task","Premium","High","Medium"
"Case 602","Task","Premium","Normal","Medium"
"Case 603","Task","Premium","Normal","Medium"
"Case 604","Question","Gold","High","Medium"
"Case 605","Question","Gold","Normal","Short"
"Case 606","Incident","Gold","Normal","Short"
"Case 607","Incident","Premium","Normal","Short"
"Case 608","Question","Premium","Normal","Short"
"Case 609","Task","Premium","Normal","Long"
"Case 61","Question","Gold","Normal","Long"
"Case 610","Question","Gold","Normal","Long"
"Case 611","Question","Gold","Normal","Medium"
"Case 612","Task","Premium","Normal","Short"
"Case 613","Question","Gold","High","Medium"
"Case 614","Task","Gold","Normal","Short"
"Case 615","Question","Premium","Normal","Medium"
"Case 616","Task","Premium","Normal","Medium"
"Case 617","Question","Gold","Normal","Long"
"Case 618","Question","Gold","Normal","Medium"
"Case 619","Task","Premium","High","Medium"
"Case 62","Question","Gold","Normal","Long"
"Case 620","Task","Premium","Normal","Long"
"Case 621","Question","Gold","Normal","Short"
"Case 622","Task","Premium","Normal","Long"
"Case 623","Task","Premium","High","Medium"
"Case 624","Task","Premium","Normal","Short"
"Case 625","Task","Gold","High","Short"
"Case 626","Task","Premium","Urgent","Medium"
"Case 627","Question","Gold","Normal","Short"
"Case 628","Task","Premium","Normal","Medium"
"Case 629","Question","Gold","Normal","Short"
"Case 63","Task","Premium","Normal","Short"
"Case 630","Incident","Premium","Normal","Short"
"Case 631","Task","Premium","Normal","Long"
"Case 632","Incident","Gold","Normal","Short"
"Case 633","Incident","Premium","Normal","Medium"
"Case 634","Question","Gold","Normal","Long"
"Case 635","Question","Gold","High","Long"
"Case 636","Task","Premium","Normal","Medium"
"Case 637","Question","Premium","Normal","Long"
"Case 638","Incident","Premium","Normal","Long"
"Case 639","Task","Premium","Normal","Medium"
"Case 64","Task","Premium","High","Medium"
"Case 640","Task","Gold","Normal","Medium"
"Case 641","Task","Premium","Normal","Medium"
"Case 642","Question","Premium","High","Medium"
"Case 643","Incident","Gold","Normal","Short"
"Case 644","Question","Premium","Normal","Medium"
"Case 645","Task","Premium","Normal","Medium"
"Case 646","Task","Premium","High","Short"
"Case 647","Question","Gold","Normal","Short"
"Case 648","Task","Premium","High","Long"
"Case 649","Question","Gold","Normal","Short"
"Case 65","Task","Premium","High","Short"
"Case 650","Question","Gold","High","Long"
"Case 651","Task","Premium","Urgent","Short"
"Case 652","Incident","Premium","Normal","Medium"
"Case 653","Question","Gold","Urgent","Long"
"Case 654","Task","Gold","High","Long"
"Case 655","Question","Gold","Normal","Short"
"Case 656","Task","Premium","Normal","Long"
"Case 657","Question","Gold","High","Short"
"Case 658","Question","Gold","Normal","Short"
"Case 659","Question","Gold","Normal","Long"
"Case 66","Incident","Gold","Normal","Long"
"Case 660","Question","Premium","Normal","Long"
"Case 661","Question","Gold","Normal","Medium"
"Case 662","Question","Gold","Normal","Long"
"Case 663","Question","Gold","Normal","Short"
"Case 664","Task","Premium","Normal","Long"
"Case 665","Task","Gold","Urgent","Short"
"Case 666","Task","Premium","Urgent","Short"
"Case 667","Task","Premium","High","Medium"
"Case 668","Question","Premium","Normal","Medium"
"Case 669","Question","Gold","Normal","Medium"
"Case 67","Task","Gold","Normal","Medium"
"Case 670","Question","Gold","Normal","Short"
"Case 671","Question","Gold","High","Short"
"Case 672","Task","Premium","Normal","Long"
"Case 673","Incident","Premium","High","Long"
"Case 674","Task","Premium","Normal","Long"
"Case 675","Task","Premium","High","Short"
"Case 676","Task","Gold","Normal","Medium"
"Case 677","Task","Premium","Normal","Medium"
"Case 678","Question","Premium","Normal","Long"
"Case 679","Incident","Premium","High","Short"
"Case 68","Incident","Premium","Urgent","Short"
"Case 680","Question","Premium","Urgent","Short"
"Case 681","Task","Premium","Normal","Long"
"Case 682","Question","Gold","High","Long"
"Case 683","Question","Gold","High","Medium"
"Case 684","Task","Premium","High","Medium"
"Case 685","Incident","Premium","Normal","Medium"
"Case 686","Question","Gold","Normal","Long"
"Case 687","Question","Gold","High","Medium"
"Case 688","Task","Gold","Normal","Medium"
"Case 689","Incident","Premium","Urgent","Long"
"Case 69","Task","Gold","High","Medium"
"Case 690","Question","Gold","High","Long"
"Case 691","Task","Premium","Normal","Long"
"Case 692","Question","Gold","High","Long"
"Case 693","Question","Gold","Normal","Short"
"Case 694","Question","Premium","Normal","Short"
"Case 695","Task","Premium","Normal","Long"
"Case 696","Task","Gold","High","Short"
"Case 697","Question","Gold","Normal","Short"
"Case 698","Incident","Gold","Normal","Short"
"Case 699","Task","Premium","Normal","Medium"
"Case 7","Incident","Premium","Normal","Medium"
"Case 70","Task","Premium","Normal","Long"
"Case 700","Question","Gold","Normal","Long"
"Case 701","Question","Premium","Normal","Short"
"Case 702","Question","Gold","High","Long"
"Case 703","Task","Gold","High","Short"
"Case 704","Task","Premium","Normal","Medium"
"Case 705","Question","Gold","High","Medium"
"Case 706","Incident","Gold","Normal","Long"
"Case 707","Question","Premium","High","Short"
"Case 708","Task","Gold","High","Medium"
"Case 709","Question","Premium","Normal","Medium"
"Case 71","Question","Gold","Normal","Medium"
"Case 710","Question","Gold","Urgent","Short"
"Case 711","Task","Premium","Normal","Medium"
"Case 712","Question","Gold","High","Short"
"Case 713","Task","Premium","Normal","Medium"
"Case 714","Question","Gold","Normal","Medium"
"Case 715","Task","Premium","Normal","Long"
"Case 716","Question","Gold","Normal","Medium"
"Case 717","Question","Gold","Normal","Medium"
"Case 718","Task","Gold","High","Medium"
"Case 719","Task","Gold","Normal","Long"
"Case 72","Task","Premium","Normal","Medium"
"Case 720","Question","Gold","Normal","Long"
"Case 721","Incident","Premium","Normal","Short"
"Case 722","Question","Premium","Normal","Short"
"Case 723","Question","Gold","Normal","Medium"
"Case 724","Question","Premium","Urgent","Long"
"Case 725","Incident","Premium","High","Medium"
"Case 726","Task","Gold","Normal","Medium"
"Case 727","Task","Premium","High","Medium"
"Case 728","Task","Premium","Normal","Medium"
"Case 729","Task","Premium","High","Long"
"Case 73","Question","Premium","High","Medium"
"Case 730","Task","Gold","High","Long"
"Case 731","Question","Gold","Normal","Short"
"Case 732","Task","Premium","Normal","Long"
"Case 733","Question","Premium","High","Medium"
"Case 734","Task","Premium","Normal","Medium"
"Case 735","Question","Gold","Normal","Medium"
"Case 736","Incident","Premium","High","Long"
"Case 737","Task","Premium","Normal","Medium"
"Case 738","Task","Premium","Normal","Medium"
"Case 739","Question","Gold","Normal","Short"
"Case 74","Question","Gold","Normal","Long"
"Case 740","Question","Gold","Normal","Medium"
"Case 741","Question","Gold","Normal","Medium"
"Case 742","Question","Gold","Normal","Short"
"Case 743","Question","Gold","Normal","Short"
"Case 744","Task","Premium","Normal","Medium"
"Case 745","Question","Gold","Normal","Medium"
"Case 746","Question","Gold","Normal","Short"
"Case 747","Task","Premium","Normal","Medium"
"Case 748","Task","Premium","Normal","Long"
"Case 749","Incident","Premium","Normal","Medium"
"Case 75","Task","Premium","Normal","Long"
"Case 750","Incident","Premium","High","Long"
"Case 751","Question","Premium","Normal","Short"
"Case 752","Question","Premium","Normal","Short"
"Case 753","Question","Gold","High","Medium"
"Case 754","Task","Premium","Normal","Medium"
"Case 755","Incident","Premium","Normal","Medium"
"Case 756","Question","Gold","Normal","Long"
"Case 757","Task","Premium","Normal","Long"
"Case 758","Task","Premium","High","Long"
"Case 759","Question","Premium","High","Medium"
"Case 76","Question","Gold","Normal","Long"
"Case 760","Incident","Gold","Normal","Short"
"Case 761","Task","Premium","Normal","Long"
"Case 762","Task","Premium","Normal","Short"
"Case 763","Question","Premium","Normal","Short"
"Case 764","Question","Gold","Normal","Medium"
"Case 765","Task","Gold","Normal","Medium"
"Case 766","Question","Premium","Normal","Short"
"Case 767","Task","Premium","Normal","Short"
"Case 768","Task","Premium","Normal","Long"
"Case 769","Task","Premium","Normal","Medium"
"Case 77","Task","Premium","Normal","Medium"
"Case 770","Question","Premium","Normal","Medium"
"Case 771","Task","Premium","Normal","Long"
"Case 772","Question","Gold","High","Short"
"Case 773","Task","Premium","Normal","Medium"
"Case 774","Question","Gold","High","Medium"
"Case 775","Task","Premium","High","Long"
"Case 776","Question","Premium","Normal","Long"
"Case 777","Task","Premium","Normal","Long"
"Case 778","Incident","Gold","Normal","Short"
"Case 779","Question","Premium","Normal","Medium"
"Case 78","Task","Premium","Normal","Medium"
"Case 780","Task","Premium","Normal","Short"
"Case 781","Task","Premium","Normal","Long"
"Case 782","Task","Premium","Urgent","Short"
"Case 783","Question","Premium","Normal","Short"
"Case 784","Incident","Premium","Normal","Long"
"Case 785","Question","Gold","Normal","Short"
"Case 786","Task","Premium","Normal","Long"
"Case 787","Question","Gold","Normal","Long"
"Case 788","Question","Premium","Normal","Medium"
"Case 789","Incident","Gold","High","Short"
"Case 79","Task","Premium","Normal","Long"
"Case 790","Incident","Premium","Normal","Long"
"Case 791","Task","Premium","Normal","Long"
"Case 792","Task","Premium","Normal","Long"
"Case 793","Question","Gold","Normal","Short"
"Case 794","Question","Gold","Normal","Short"
"Case 795","Question","Gold","Normal","Long"
"Case 796","Task","Premium","Normal","Medium"
"Case 797","Incident","Gold","High","Long"
"Case 798","Task","Premium","Normal","Long"
"Case 799","Task","Premium","Normal","Long"
"Case 8","Question","Gold","High","Long"
"Case 80","Incident","Gold","Normal","Medium"
"Case 800","Task","Premium","Normal","Long"
"Case 801","Question","Premium","High","Short"
"Case 802","Question","Gold","Normal","Medium"
"Case 803","Question","Gold","Urgent","Short"
"Case 804","Task","Premium","Normal","Long"
"Case 805","Task","Premium","Normal","Medium"
"Case 806","Task","Premium","Normal","Medium"
"Case 807","Task","Premium","Normal","Short"
"Case 808","Question","Premium","Normal","Medium"
"Case 809","Task","Premium","High","Short"
"Case 81","Task","Premium","Normal","Long"
"Case 810","Incident","Gold","Normal","Long"
"Case 811","Question","Gold","Normal","Medium"
"Case 812","Question","Gold","High","Medium"
"Case 813","Task","Gold","Normal","Short"
"Case 814","Task","Premium","Normal","Long"
"Case 815","Question","Gold","Normal","Medium"
"Case 816","Question","Premium","Normal","Long"
"Case 817","Incident","Gold","Normal","Short"
"Case 818","Question","Gold","High","Medium"
"Case 819","Task","Gold","Normal","Short"
"Case 82","Task","Premium","Normal","Medium"
"Case 820","Task","Premium","High","Short"
"Case 821","Question","Premium","Normal","Short"
"Case 822","Question","Gold","Normal","Short"
"Case 823","Task","Premium","High","Short"
"Case 824","Task","Premium","Normal","Short"
"Case 825","Task","Premium","High","Medium"
"Case 826","Task","Premium","Normal","Medium"
"Case 827","Task","Premium","High","Short"
"Case 828","Task","Premium","Normal","Short"
"Case 829","Task","Gold","Normal","Medium"
"Case 83","Task","Premium","High","Long"
"Case 830","Question","Gold","Normal","Medium"
"Case 831","Task","Premium","Normal","Medium"
"Case 832","Question","Gold","Normal","Long"
"Case 833","Question","Gold","Normal","Medium"
"Case 834","Question","Gold","High","Long"
"Case 835","Task","Premium","High","Short"
"Case 836","Task","Premium","Normal","Long"
"Case 837","Question","Gold","Normal","Long"
"Case 838","Task","Premium","Normal","Long"
"Case 839","Task","Premium","Normal","Short"
"Case 84","Question","Gold","High","Short"
"Case 840","Question","Gold","Normal","Short"
"Case 841","Task","Premium","Normal","Medium"
"Case 842","Question","Gold","Normal","Medium"
"Case 843","Task","Premium","Normal","Long"
"Case 844","Question","Gold","Normal","Medium"
"Case 845","Task","Premium","Normal","Medium"
"Case 846","Question","Gold","Normal","Medium"
"Case 847","Question","Gold","Normal","Short"
"Case 848","Question","Premium","High","Short"
